bo_iteration,generation,best,population_best,population_mean,population_worst,distinct_members,last_improvement,offspring
8,5,0.005963450607355817,0.005963450607355817,0.0015201789091560541,4.748567289844605e-05,61,4,100
8,6,0.006710373609970871,0.006710373609970871,0.0017458506322520643,4.748567289844605e-05,63,6,100
8,7,0.007619977250664982,0.007619977250664982,0.002099432567271896,4.748567289844605e-05,61,7,100
8,8,0.00869896005631593,0.00869896005631593,0.00271625621372623,6.530463616005538e-05,61,8,100
8,9,0.00869896005631593,0.00869896005631593,0.00321465483909011,0.00011895900692611015,51,8,100
8,10,0.00995024630019712,0.00995024630019712,0.0034921431843997915,0.00011895900692611015,53,10,100
8,11,0.00995024630019712,0.00995024630019712,0.003848958321673436,0.00011895900692611015,49,10,100
8,12,0.01037027204533865,0.01037027204533865,0.003892241878667156,0.00011895900692611015,59,12,100
8,13,0.014230318215335064,0.014230318215335064,0.004687605466355655,0.00010220058179053783,52,13,100
8,14,0.014774750958750305,0.014774750958750305,0.005349493192985939,0.00010220058179053783,49,14,100
8,15,0.01670172690742629,0.01670172690742629,0.0057634622222408295,0.00010220058179053783,40,15,100
8,16,0.01670172690742629,0.01670172690742629,0.006227140521791879,0.00035951168991144034,43,15,100
8,17,0.01670172690742629,0.01670172690742629,0.006678158814721245,0.001375808462129949,36,15,100
8,18,0.018640385974589977,0.018640385974589977,0.00741750377319487,0.0013604777746995672,36,18,100
8,19,0.018640385974589977,0.018640385974589977,0.00799674609726283,0.0015375413327805443,39,18,100
8,20,0.018640385974589977,0.018640385974589977,0.007987467711500756,0.0015375413327805443,41,18,100
8,21,0.018640385974589977,0.018640385974589977,0.008993643443954771,0.0005203230158101662,37,18,100
8,22,0.018640385974589977,0.018640385974589977,0.01133864818625635,0.0008789445634689317,33,18,100
8,23,0.024374955884109942,0.024374955884109942,0.012083636575331257,0.0008789445634689317,40,23,100
8,24,0.024374955884109942,0.024374955884109942,0.013538633980208315,0.0008789445634689317,37,23,100
8,25,0.024374955884109942,0.024374955884109942,0.014687079491043881,0.0008789445634689317,31,23,100
8,26,0.02639736272534123,0.02639736272534123,0.014545585011970926,0.0008789445634689317,34,26,100
8,27,0.02639736272534123,0.02639736272534123,0.015604156377766574,0.0016828016316924772,37,26,100
8,28,0.028592638478978964,0.028592638478978964,0.016764009050168945,6.175873969518648e-05,33,28,100
8,29,0.028592638478978964,0.028592638478978964,0.017243911987830617,4.65673763089902e-06,33,28,100
8,30,0.031141835174420745,0.031141835174420745,0.018507441294635288,7.859326783849862e-05,35,30,100
8,31,0.031141835174420745,0.031141835174420745,0.019604190732591335,0.00039281084813827527,32,30,100
8,32,0.03149899960183854,0.03149899960183854,0.02140415109779424,0.00039281084813827527,29,32,100
8,33,0.03362984336132181,0.03362984336132181,0.022715155906849707,0.0006011843974875128,24,33,100
8,34,0.03362984336132181,0.03362984336132181,0.02441438302461301,0.011998622050736783,21,33,100
8,35,0.03362984336132181,0.03362984336132181,0.02490256869776468,0.016538446791167977,22,33,100
9,0,0.001043539181499519,0.001043539181499519,0.00018818600342138735,6.33506007842117e-07,100,0,0
9,1,0.0015946126640996022,0.0015946126640996022,0.00021698624631104715,6.33506007842117e-07,71,1,100
9,2,0.0015946126640996022,0.0015946126640996022,0.00028804058757817696,1.4655423942132838e-06,60,1,100
9,3,0.0020803449179293623,0.0020803449179293623,0.00034494644851999073,1.869837958708143e-05,58,3,100
9,4,0.0029748186278798078,0.0029748186278798078,0.00039161669247463705,1.765152453704572e-06,61,4,100
9,5,0.0029748186278798078,0.0029748186278798078,0.0004903308358021283,1.765152453704572e-06,61,4,100
9,6,0.003945037498649637,0.003945037498649637,0.0006020975813929169,2.5661589081496647e-05,53,6,100
9,7,0.0048582973952841745,0.0048582973952841745,0.0009906899852323355,2.5661589081496647e-05,52,7,100
9,8,0.0048582973952841745,0.0048582973952841745,0.0011880325961867333,2.5661589081496647e-05,50,7,100
9,9,0.0048582973952841745,0.0048582973952841745,0.00127716552781007,2.5661589081496647e-05,50,7,100
9,10,0.0048582973952841745,0.0048582973952841745,0.0015194429825388517,2.5661589081496647e-05,53,7,100
9,11,0.0048582973952841745,0.0048582973952841745,0.0017977630844587492,2.5661589081496647e-05,44,7,100
9,12,0.006424873969030145,0.006424873969030145,0.0021040427881798478,0.00019538183145925898,41,12,100
9,13,0.007255283755659148,0.007255283755659148,0.002241764974246368,0.0001991384886320185,47,13,100
9,14,0.007255283755659148,0.007255283755659148,0.0025517958886644913,0.0007345064425848822,42,13,100
9,15,0.007255283755659148,0.007255283755659148,0.0026215695840321007,0.0008148019396753275,47,13,100
9,16,0.007255283755659148,0.007255283755659148,0.002941445457108979,0.0010357552786703535,41,13,100
9,17,0.007255283755659148,0.007255283755659148,0.0031965272777523457,0.0005577239020059105,50,13,100
9,18,0.007255283755659148,0.007255283755659148,0.0034999078013429235,0.0005577239020059105,45,13,100
9,19,0.007255283755659148,0.007255283755659148,0.0038545146926485608,0.0012838924518143767,43,13,100
9,20,0.008031903077695794,0.008031903077695794,0.004014833516992524,0.00012305803528717303,39,20,100
9,21,0.008031903077695794,0.008031903077695794,0.004482792397438641,0.00033220179221073827,36,20,100
9,22,0.009874312941567074,0.009874312941567074,0.005305078961360034,0.00033220179221073827,36,22,100
9,23,0.009874312941567074,0.009874312941567074,0.00565434041918707,0.0006457637590382807,36,22,100
9,24,0.009874312941567074,0.009874312941567074,0.0060340758254147035,0.0006457637590382807,34,22,100
9,25,0.009874312941567074,0.009874312941567074,0.005843023713105418,0.00111603812999282,32,22,100
9,26,0.00997447011696364,0.00997447011696364,0.006421400906338886,0.00111603812999282,27,26,100
9,27,0.00997447011696364,0.00997447011696364,0.006549074937481054,0.00111603812999282,25,26,100
9,28,0.00997447011696364,0.00997447011696364,0.00696822175196391,0.00111603812999282,23,26,100
9,29,0.00997447011696364,0.00997447011696364,0.006991557564817187,0.00032909702272526263,22,26,100
9,30,0.00997447011696364,0.00997447011696364,0.007193232793249709,0.0005511392582246682,23,26,100
9,31,0.01076537626250905,0.01076537626250905,0.007137274272073608,0.00038206823685876324,27,31,100
9,32,0.01076537626250905,0.01076537626250905,0.007458919213608951,0.00038206823685876324,28,31,100
9,33,0.010951950884384599,0.010951950884384599,0.007700508921980517,0.0002698216518053219,29,33,100
9,34,0.010951950884384599,0.010951950884384599,0.008022142014986666,0.0016429857777346523,26,33,100
9,35,0.010951950884384599,0.010951950884384599,0.008378976960939333,0.0014356511128309993,26,33,100
10,0,0.0014714070682278705,0.0014714070682278705,0.0002094358279910947,7.379096362227281e-07,100,0,0
10,1,0.0016570930725365255,0.0016570930725365255,0.0002510707691618793,7.379096362227281e-07,71,1,100
10,2,0.0024271730733195843,0.0024271730733195843,0.000371347296613529,1.3258893634732084e-06,62,2,100
10,3,0.0031844631048892,0.0031844631048892,0.00037194394162934076,3.658602196613116e-07,58,3,100
10,4,0.0031844631048892,0.0031844631048892,0.0005459403359845238,3.658602196613116e-07,63,3,100
10,5,0.004250040403464741,0.004250040403464741,0.0007509653791894795,1.0871907136840198e-05,68,5,100
10,6,0.00479266040870566,0.00479266040870566,0.0010952606504287692,7.482074711542854e-06,59,6,100
10,7,0.005692981562623548,0.005692981562623548,0.0013382504002462407,7.482074711542854e-06,62,7,100
10,8,0.007743007430471228,0.007743007430471228,0.0018338942292162401,7.482074711542854e-06,60,8,100
10,9,0.008990769778736571,0.008990769778736571,0.001963293247626671,7.482074711542854e-06,65,9,100
10,10,0.008990769778736571,0.008990769778736571,0.002246234168313538,7.482074711542854e-06,60,9,100
10,11,0.008990769778736571,0.008990769778736571,0.0029483842465403555,7.482074711542854e-06,51,9,100
10,12,0.012358712493807947,0.012358712493807947,0.003041894847060066,6.718981269667672e-05,61,12,100
10,13,0.012358712493807947,0.012358712493807947,0.003442436027332437,6.718981269667672e-05,52,12,100
10,14,0.012753846987222428,0.012753846987222428,0.0038382931678952533,0.00020062033096892012,49,14,100
10,15,0.012753846987222428,0.012753846987222428,0.004390828219309697,0.000425328308377279,39,14,100
10,16,0.012753846987222428,0.012753846987222428,0.005147224363513292,0.0001340336571126451,38,14,100
10,17,0.012753846987222428,0.012753846987222428,0.0054611683090791075,0.0001340336571126451,35,14,100
10,18,0.012753846987222428,0.012753846987222428,0.005766048165319964,0.0001340336571126451,30,14,100
10,19,0.012790499952843613,0.012790499952843613,0.006339413036836783,0.001268369406018855,34,19,100
10,20,0.017604844383124565,0.017604844383124565,0.007320546573537256,0.0004903993074936129,31,20,100
10,21,0.017604844383124565,0.017604844383124565,0.007858526683994387,0.0004903993074936129,35,20,100
10,22,0.019232842046912776,0.019232842046912776,0.00867933502179854,0.0004903993074936129,33,22,100
10,23,0.019232842046912776,0.019232842046912776,0.009763318094306512,0.0004903993074936129,34,22,100
10,24,0.019232842046912776,0.019232842046912776,0.010279282070863918,0.0015127274161592721,32,22,100
10,25,0.019232842046912776,0.019232842046912776,0.010684423482725813,0.0015127274161592721,29,22,100
10,26,0.019668349031154123,0.019668349031154123,0.01187310128124379,0.0015127274161592721,33,26,100
10,27,0.02203353122232228,0.02203353122232228,0.013078725264702558,0.002028306365688945,28,27,100
10,28,0.02203353122232228,0.02203353122232228,0.012850101232349758,0.0008804174517750086,31,27,100
10,29,0.02203353122232228,0.02203353122232228,0.013807346085014766,0.002028306365688945,27,27,100
10,30,0.02315634731200805,0.02315634731200805,0.014515593824443396,0.002028306365688945,29,30,100
10,31,0.02315634731200805,0.02315634731200805,0.014781528275001685,0.0003554847197410325,28,30,100
10,32,0.02315634731200805,0.02315634731200805,0.016597455141501193,0.002314487920914012,28,30,100
10,33,0.02315634731200805,0.02315634731200805,0.016828377365089853,0.0007142100231162657,23,30,100
10,34,0.02315634731200805,0.02315634731200805,0.017748136606496056,0.0029985632084967885,21,30,100
10,35,0.02315634731200805,0.02315634731200805,0.01804370302944331,0.0029985632084967885,17,30,100
11,0,0.0012692944762413907,0.0012692944762413907,0.00018927302908786864,2.43956744493353e-07,100,0,0
11,1,0.0020892301827944403,0.0020892301827944403,0.0002878259229741637,2.43956744493353e-07,73,1,100
11,2,0.0020892301827944403,0.0020892301827944403,0.0004409120374156285,2.43956744493353e-07,70,1,100
11,3,0.003218353596919731,0.003218353596919731,0.0005814604619299803,2.43956744493353e-07,67,3,100
11,4,0.003218353596919731,0.003218353596919731,0.0006173762661986895,7.274385199605155e-07,60,3,100
11,5,0.003218353596919731,0.003218353596919731,0.0007238752192944094,7.274385199605155e-07,56,3,100
11,6,0.003695063736515113,0.003695063736515113,0.0008125151162743854,7.274385199605155e-07,67,6,100
11,7,0.0073844376206470205,0.0073844376206470205,0.0010379950711938213,7.274385199605155e-07,62,7,100
11,8,0.008062882322885979,0.008062882322885979,0.0013791347653121964,6.0766556678651927e-05,56,8,100
11,9,0.008062882322885979,0.008062882322885979,0.0014282776170768765,6.0766556678651927e-05,55,8,100
11,10,0.008062882322885979,0.008062882322885979,0.002150210994243394,6.0766556678651927e-05,53,8,100
11,11,0.008062882322885979,0.008062882322885979,0.0027161318497086625,0.00010382268181211496,50,8,100
11,12,0.00958271637532318,0.00958271637532318,0.0032535864299062327,0.00015409022474110134,49,12,100
11,13,0.0106054057659394,0.0106054057659394,0.003661240206182496,6.667723062184054e-05,53,13,100
11,14,0.010948944915466077,0.010948944915466077,0.005022088167406881,5.992892181392532e-05,51,14,100
11,15,0.010948944915466077,0.010948944915466077,0.005358220367624092,5.992892181392532e-05,42,14,100
11,16,0.01313586995827674,0.01313586995827674,0.005256663588754536,5.992892181392532e-05,48,16,100
11,17,0.01313586995827674,0.01313586995827674,0.006251413294215275,5.992892181392532e-05,50,16,100
11,18,0.01520433755220156,0.01520433755220156,0.006540444506523602,5.576640410955903e-05,50,18,100
11,19,0.01520433755220156,0.01520433755220156,0.008125857347740288,5.576640410955903e-05,49,18,100
11,20,0.016054317035895018,0.016054317035895018,0.009196175917970714,0.0006194774514682857,41,20,100
11,21,0.018651499298159825,0.018651499298159825,0.010519986853633099,0.0006194774514682857,38,21,100
11,22,0.02217050438598089,0.02217050438598089,0.011125259625770973,0.0006194774514682857,44,22,100
11,23,0.024696736973569056,0.024696736973569056,0.01243008019644127,0.004777038792820924,43,23,100
11,24,0.024696736973569056,0.024696736973569056,0.013707850541794802,0.004777038792820924,39,23,100
11,25,0.025608700475172375,0.025608700475172375,0.014108694638746994,0.003236099329289926,37,25,100
11,26,0.025608700475172375,0.025608700475172375,0.014155818232138876,0.003236099329289926,38,25,100
11,27,0.02599683110178664,0.02599683110178664,0.014354127638083686,0.005454978251045184,41,27,100
11,28,0.02599683110178664,0.02599683110178664,0.016039062470836387,0.005454978251045184,34,27,100
11,29,0.027787243486021684,0.027787243486021684,0.017507327679402204,9.13786603015769e-05,33,29,100
11,30,0.027849167879050833,0.027849167879050833,0.017812104547037574,9.13786603015769e-05,33,30,100
11,31,0.027849167879050833,0.027849167879050833,0.018301782697364218,0.00011648266986540403,34,30,100
11,32,0.027849167879050833,0.027849167879050833,0.0186969265550682,0.0003632171655040088,36,30,100
11,33,0.027849167879050833,0.027849167879050833,0.020581303085212124,0.006043084705258554,31,30,100
11,34,0.027849167879050833,0.027849167879050833,0.021563947970279586,0.006043084705258554,32,30,100
11,35,0.028102071884305947,0.028102071884305947,0.022572778307689847,0.006043084705258554,31,35,100
12,0,0.0018796432163624942,0.0018796432163624942,0.00020003881816071185,4.097442371407946e-07,100,0,0
12,1,0.0018796432163624942,0.0018796432163624942,0.0002714826740507276,1.3511157937213465e-06,66,0,100
12,2,0.0018796432163624942,0.0018796432163624942,0.0003282143160565971,1.6784421708978509e-06,58,0,100
12,3,0.0031267448402843845,0.0031267448402843845,0.0005640518658234675,1.4924241007159123e-06,57,3,100
12,4,0.0033384379342230805,0.0033384379342230805,0.000719610669366231,1.4924241007159123e-06,59,4,100
12,5,0.0036940968463336065,0.0036940968463336065,0.0007541621572193567,6.330074258010591e-06,64,5,100
12,6,0.0036940968463336065,0.0036940968463336065,0.001069155022931714,1.2326755245432359e-05,60,5,100
12,7,0.0039111192027627695,0.0039111192027627695,0.0014555445523907076,6.958774492882774e-06,61,7,100
12,8,0.005547805010597508,0.005547805010597508,0.0018959876863699748,1.5967882510181582e-05,59,8,100
12,9,0.0070368637400173364,0.0070368637400173364,0.0022081459124729617,1.5967882510181582e-05,55,9,100
12,10,0.009856712269197293,0.009856712269197293,0.0025062408812858306,1.5967882510181582e-05,54,10,100
12,11,0.009856712269197293,0.009856712269197293,0.002665815151915111,1.5967882510181582e-05,55,10,100
12,12,0.010275432375686934,0.010275432375686934,0.0031481674697034973,1.4930018069249569e-05,54,12,100
12,13,0.010275432375686934,0.010275432375686934,0.0037684194244994727,1.4930018069249569e-05,56,12,100
12,14,0.012541714936195759,0.012541714936195759,0.004305787665351745,1.4930018069249569e-05,55,14,100
12,15,0.012884336641134184,0.012884336641134184,0.0044997202044306985,1.4930018069249569e-05,48,15,100
12,16,0.013904209816216033,0.013904209816216033,0.0039041554586238974,1.4930018069249569e-05,49,16,100
12,17,0.015974600484516675,0.015974600484516675,0.004249655899111592,1.4930018069249569e-05,58,17,100
12,18,0.017300915551946554,0.017300915551946554,0.004832304243535486,2.7884217219670412e-05,53,18,100
12,19,0.017300915551946554,0.017300915551946554,0.005231690866195733,2.7884217219670412e-05,51,18,100
12,20,0.017300915551946554,0.017300915551946554,0.006142616927264272,2.7884217219670412e-05,49,18,100
12,21,0.017300915551946554,0.017300915551946554,0.0070866829454533055,2.7884217219670412e-05,44,18,100
12,22,0.017336752701838803,0.017336752701838803,0.007972415172407054,2.7884217219670412e-05,45,22,100
12,23,0.0185720183066201,0.0185720183066201,0.009895996496823895,2.7884217219670412e-05,46,23,100
12,24,0.0185720183066201,0.0185720183066201,0.011447934651880359,2.7884217219670412e-05,41,23,100
12,25,0.020300900013583933,0.020300900013583933,0.011915141089670187,2.7884217219670412e-05,41,25,100
12,26,0.02133875053041891,0.02133875053041891,0.013948020722194596,2.7884217219670412e-05,37,26,100
12,27,0.023478791967689164,0.023478791967689164,0.01496003060854376,0.0002583537729558055,35,27,100
12,28,0.024976126527739676,0.024976126527739676,0.01558962981572254,0.00019760511252010565,32,28,100
12,29,0.026625560007923373,0.026625560007923373,0.015764456480464727,0.003238873934660838,32,29,100
12,30,0.026625560007923373,0.026625560007923373,0.01586626310128925,0.00040225567009002407,35,29,100
12,31,0.026625560007923373,0.026625560007923373,0.016296402016221997,9.910672919432478e-05,37,29,100
12,32,0.026625560007923373,0.026625560007923373,0.017123979578757883,9.910672919432478e-05,35,29,100
12,33,0.026625560007923373,0.026625560007923373,0.017265406472772398,9.910672919432478e-05,30,29,100
12,34,0.026625560007923373,0.026625560007923373,0.018067802907258425,9.910672919432478e-05,32,29,100
12,35,0.026625560007923373,0.026625560007923373,0.018385070259409064,0.00027161518437526094,29,29,100
13,0,0.001190539487290981,0.001190539487290981,0.000160746594994067,4.6965512918502683e-07,100,0,0
13,1,0.002063465604461495,0.002063465604461495,0.0001799248170372415,1.2656318347568937e-06,75,1,100
13,2,0.002063465604461495,0.002063465604461495,0.00021417888120792746,9.452466092105629e-07,69,1,100
13,3,0.0023150860216208068,0.0023150860216208068,0.0003576235953387006,1.8251022257092516e-06,63,3,100
13,4,0.003061929125868973,0.003061929125868973,0.0005028777729879065,1.8251022257092516e-06,61,4,100
13,5,0.003061929125868973,0.003061929125868973,0.0006616187880181345,1.8251022257092516e-06,57,4,100
13,6,0.004199648163373693,0.004199648163373693,0.0009528353451421128,9.056493138992765e-06,58,6,100
13,7,0.00579649942272974,0.00579649942272974,0.0012013615948906053,2.4294402757964087e-05,57,7,100
13,8,0.00579649942272974,0.00579649942272974,0.0012698193689334805,2.4294402757964087e-05,54,7,100
13,9,0.00590370779526744,0.00590370779526744,0.0014453111141250375,2.4294402757964087e-05,56,9,100
13,10,0.00793699832889341,0.00793699832889341,0.0016800007940012325,2.4294402757964087e-05,54,10,100
13,11,0.00793699832889341,0.00793699832889341,0.0020168120612909955,2.4294402757964087e-05,45,10,100
13,12,0.00793699832889341,0.00793699832889341,0.0021014729426686927,5.310043474543089e-05,50,10,100
13,13,0.00793699832889341,0.00793699832889341,0.002321802661527315,9.000622797866579e-05,52,10,100
13,14,0.008622470846501529,0.008622470846501529,0.0024277073761855656,0.00016966169942212676,51,14,100
13,15,0.008622470846501529,0.008622470846501529,0.0027700027891201227,0.00011768395128402935,50,14,100
13,16,0.0100364007652817,0.0100364007652817,0.003204090754996596,9.544755461550605e-06,45,16,100
13,17,0.01103197247810548,0.01103197247810548,0.00351604018198325,9.98381003556462e-05,56,17,100
13,18,0.011804011591419184,0.011804011591419184,0.0039776879791904194,1.2432570260560472e-05,53,18,100
13,19,0.011804011591419184,0.011804011591419184,0.004167387272927693,9.98381003556462e-05,49,18,100
13,20,0.013887235030199216,0.013887235030199216,0.004718580029517706,6.0939139021868216e-05,54,20,100
13,21,0.013887235030199216,0.013887235030199216,0.004965378180484277,0.0003154504183570006,43,20,100
13,22,0.016633180062893608,0.016633180062893608,0.005123387011375014,0.000398765946995055,53,22,100
13,23,0.016633180062893608,0.016633180062893608,0.005930689215756557,0.000398765946995055,47,22,100
13,24,0.016633180062893608,0.016633180062893608,0.006521460694656255,0.0008957072242754731,46,22,100
13,25,0.018182650488982204,0.018182650488982204,0.007816365457028627,0.0008957072242754731,49,25,100
13,26,0.01864634922670161,0.01864634922670161,0.007830811872166657,0.0006319270972950635,50,26,100
13,27,0.01864634922670161,0.01864634922670161,0.008759875213589062,0.0006319270972950635,50,26,100
13,28,0.01908748133489559,0.01908748133489559,0.009622424100216987,0.00016663205235745312,46,28,100
13,29,0.01908748133489559,0.01908748133489559,0.00970394541132803,0.0005182122374556989,44,28,100
13,30,0.019329579096825745,0.019329579096825745,0.00966870200755845,0.0005561222762345695,48,30,100
13,31,0.019329579096825745,0.019329579096825745,0.010028014140881962,0.00016461783419415552,48,30,100
13,32,0.019329579096825745,0.019329579096825745,0.01107602840154125,0.0009917311516402611,46,30,100
13,33,0.019329579096825745,0.019329579096825745,0.011314074457212603,4.733732603580171e-05,42,30,100
13,34,0.02427034035079634,0.02427034035079634,0.012097022315609565,4.733732603580171e-05,41,34,100
13,35,0.02427034035079634,0.02427034035079634,0.012994454159571905,4.733732603580171e-05,37,34,100
14,0,0.008121112217913593,0.008121112217913593,0.00022024730287252965,1.6124934210754977e-07,100,0,0
14,1,0.008121112217913593,0.008121112217913593,0.00021643261377865045,2.1532664110535126e-07,74,0,100
14,2,0.008121112217913593,0.008121112217913593,0.000410824251918512,6.474080129663399e-07,65,0,100
14,3,0.00870687334079976,0.00870687334079976,0.0004765455236864726,6.474080129663399e-07,60,3,100
14,4,0.014211464657175356,0.014211464657175356,0.0006769192815512675,6.474080129663399e-07,62,4,100
14,5,0.014211464657175356,0.014211464657175356,0.00066577677711206,2.0410014927365675e-06,67,4,100
14,6,0.014211464657175356,0.014211464657175356,0.0008904349555662115,2.0410014927365675e-06,57,4,100
14,7,0.014211464657175356,0.014211464657175356,0.0013590165326420787,2.0410014927365675e-06,61,4,100
14,8,0.014211464657175356,0.014211464657175356,0.0015950655810965861,9.565962716759428e-06,54,4,100
14,9,0.014211464657175356,0.014211464657175356,0.0019566083018317036,3.824122134915011e-06,58,4,100
14,10,0.016038688467234313,0.016038688467234313,0.0021139757519609485,3.824122134915011e-06,67,10,100
14,11,0.016038688467234313,0.016038688467234313,0.0023104681509849368,3.824122134915011e-06,61,10,100
14,12,0.016038688467234313,0.016038688467234313,0.0032014925900455075,3.824122134915011e-06,57,10,100
14,13,0.016038688467234313,0.016038688467234313,0.004072832011277768,0.0001406698519170024,58,10,100
14,14,0.01734491478175737,0.01734491478175737,0.004187880029941868,0.000207240919102185,60,14,100
14,15,0.01734491478175737,0.01734491478175737,0.0046887759266469155,0.0003923049099200278,56,14,100
14,16,0.022214109127980327,0.022214109127980327,0.005338243742853599,0.0004054962776708624,55,16,100
14,17,0.022214109127980327,0.022214109127980327,0.005680152305339665,0.0004054962776708624,58,16,100
14,18,0.022214109127980327,0.022214109127980327,0.0071450992385075325,4.843663260477974e-06,54,16,100
14,19,0.03174956630842572,0.03174956630842572,0.006867178164662695,4.843663260477974e-06,59,19,100
14,20,0.03174956630842572,0.03174956630842572,0.007785923915182683,4.843663260477974e-06,60,19,100
14,21,0.03174956630842572,0.03174956630842572,0.009134063054406165,5.684778218668419e-05,54,19,100
14,22,0.03174956630842572,0.03174956630842572,0.009150968821039423,0.00011917919469738329,51,19,100
14,23,0.03174956630842572,0.03174956630842572,0.010769475461596822,0.001098797099003488,40,19,100
14,24,0.03174956630842572,0.03174956630842572,0.011393016489027092,5.3536781735049276e-05,39,19,100
14,25,0.03174956630842572,0.03174956630842572,0.012941094985028701,5.3536781735049276e-05,39,19,100
14,26,0.03618833884439983,0.03618833884439983,0.013840940554524749,0.002034334306103147,38,26,100
14,27,0.04103433583091226,0.04103433583091226,0.015233769414311482,0.0033013196128347123,41,27,100
14,28,0.04103433583091226,0.04103433583091226,0.017221947103378665,0.00011932289147862361,43,27,100
14,29,0.04103433583091226,0.04103433583091226,0.0180889872469069,2.1421853985871043e-05,47,27,100
14,30,0.04287575047815481,0.04287575047815481,0.019213647564009322,0.00022746101196210468,47,30,100
14,31,0.04287575047815481,0.04287575047815481,0.021540493242188076,0.00022746101196210468,52,30,100
14,32,0.04287575047815481,0.04287575047815481,0.02135682454319237,0.00022746101196210468,52,30,100
14,33,0.04341485458532561,0.04341485458532561,0.022668215351895935,0.00022746101196210468,46,33,100
14,34,0.04341485458532561,0.04341485458532561,0.023859910547526852,0.00022746101196210468,41,33,100
14,35,0.04531302562876385,0.04531302562876385,0.027346774981118368,0.00022746101196210468,45,35,100
15,0,0.0045236412027541,0.0045236412027541,0.00019246887133593974,6.094484485318946e-09,100,0,0
15,1,0.0045236412027541,0.0045236412027541,0.00034685380022638824,6.094484485318946e-09,71,0,100
15,2,0.0045236412027541,0.0045236412027541,0.00046390739961967573,4.666423867779427e-08,69,0,100
15,3,0.0045236412027541,0.0045236412027541,0.0005249514169264154,4.666423867779427e-08,64,0,100
15,4,0.0045236412027541,0.0045236412027541,0.0006754229270342173,4.666423867779427e-08,60,0,100
15,5,0.0045236412027541,0.0045236412027541,0.000809203026122604,4.77029340901251e-06,54,0,100
15,6,0.0045236412027541,0.0045236412027541,0.001144565227925075,4.77029340901251e-06,49,0,100
15,7,0.005345212031018037,0.005345212031018037,0.0012562211532536058,9.314823949246355e-06,49,7,100
15,8,0.006238520638129238,0.006238520638129238,0.0016079406717483266,9.016217927203653e-05,49,8,100
15,9,0.009032289028752773,0.009032289028752773,0.0020314237356568107,9.016217927203653e-05,51,9,100
15,10,0.011438434838147493,0.011438434838147493,0.002374960442106611,9.016217927203653e-05,50,10,100
15,11,0.01257337728094508,0.01257337728094508,0.003294679544210608,0.00016289137947662555,48,11,100
15,12,0.01257337728094508,0.01257337728094508,0.0035161230798526084,0.00011733386057783237,52,11,100
15,13,0.01257337728094508,0.01257337728094508,0.004004597094841091,0.0005119734021425924,50,11,100
15,14,0.01482181751460191,0.01482181751460191,0.004329546177443964,0.00016561869073529315,48,14,100
15,15,0.014857669635258468,0.014857669635258468,0.004722395214507572,0.00016521928719337182,56,15,100
15,16,0.016195338207058728,0.016195338207058728,0.005162339468025512,4.169515114392985e-05,52,16,100
15,17,0.016195338207058728,0.016195338207058728,0.00581394264400813,5.010787462725037e-05,52,16,100
15,18,0.016195338207058728,0.016195338207058728,0.0060873857765170805,6.848002621386452e-05,50,16,100
15,19,0.01782090132825763,0.01782090132825763,0.007469018585221933,8.51021496499594e-05,48,19,100
15,20,0.01782090132825763,0.01782090132825763,0.007813044428054255,8.51021496499594e-05,55,19,100
15,21,0.020256750921762975,0.020256750921762975,0.008285108034880797,4.909726866672039e-06,53,21,100
15,22,0.020256750921762975,0.020256750921762975,0.009284116230919797,4.852404408471202e-06,50,21,100
15,23,0.020256750921762975,0.020256750921762975,0.009825740413665492,4.852404408471202e-06,53,21,100
15,24,0.020256750921762975,0.020256750921762975,0.01063568641821374,4.909726866672039e-06,47,21,100
15,25,0.020256750921762975,0.020256750921762975,0.011912587840221698,4.909726866672039e-06,42,21,100
15,26,0.021493595027966366,0.021493595027966366,0.012370232461413746,4.909726866672039e-06,43,26,100
15,27,0.024312106947824395,0.024312106947824395,0.012250347667717392,4.909726866672039e-06,48,27,100
15,28,0.024312106947824395,0.024312106947824395,0.013061954555025552,4.909726866672039e-06,44,27,100
15,29,0.024312106947824395,0.024312106947824395,0.014168597647112728,7.554870662697621e-06,45,27,100
15,30,0.02695371541065113,0.02695371541065113,0.016727737318321875,0.0026755022428232612,38,30,100
15,31,0.02695371541065113,0.02695371541065113,0.01735052309374874,0.0022255135540058275,32,30,100
15,32,0.02695371541065113,0.02695371541065113,0.017479550906795708,0.0022255135540058275,34,30,100
15,33,0.02695371541065113,0.02695371541065113,0.018592847681114966,0.0026755022428232612,32,30,100
15,34,0.027890199437497053,0.027890199437497053,0.019278058461995477,0.007434540153834667,32,34,100
15,35,0.027890199437497053,0.027890199437497053,0.019185851409196902,0.0001976462080368153,38,34,100
16,0,0.0045857393910498645,0.0045857393910498645,0.00020762443708666035,1.0237749122170351e-07,100,0,0
16,1,0.0045857393910498645,0.0045857393910498645,0.0002756927801162501,1.5891258744842464e-07,76,0,100
16,2,0.00848465950739449,0.00848465950739449,0.00032290352498912545,1.5891258744842464e-07,68,2,100
16,3,0.00848465950739449,0.00848465950739449,0.00035377327957154,1.5891258744842464e-07,61,2,100
16,4,0.00848465950739449,0.00848465950739449,0.00031279787456717646,1.5891258744842464e-07,57,2,100
16,5,0.00848465950739449,0.00848465950739449,0.00036345000168331877,1.5891258744842464e-07,55,2,100
