bo_iteration,generation,best,population_best,population_mean,population_worst,distinct_members,last_improvement,offspring
4,0,0.0074479413927938005,0.0074479413927938005,0.0009994444699376686,1.3003418445952216e-05,100,0,0
4,1,0.0074479413927938005,0.0074479413927938005,0.0011592913194456006,1.3003418445952216e-05,75,0,100
4,2,0.0074479413927938005,0.0074479413927938005,0.0014096432024744412,4.596111870623697e-05,65,0,100
4,3,0.010738114466788653,0.010738114466788653,0.001977040436937338,6.358128782178501e-05,61,3,100
4,4,0.011775284089178242,0.011775284089178242,0.002207994773447729,6.358128782178501e-05,67,4,100
4,5,0.012719306824353481,0.012719306824353481,0.002593848579986528,6.358128782178501e-05,58,5,100
4,6,0.013337797492620585,0.013337797492620585,0.003118417162158029,0.00011814133015988705,63,6,100
4,7,0.015233612663819451,0.015233612663819451,0.003996480007494164,0.00013404819058125878,61,7,100
4,8,0.015233612663819451,0.015233612663819451,0.006184686614524556,0.00013404819058125878,62,7,100
4,9,0.01628452037578732,0.01628452037578732,0.006939832961066066,0.00013404819058125878,59,9,100
4,10,0.01851096119263214,0.01851096119263214,0.0075058166141903915,0.00013404819058125878,57,10,100
4,11,0.018624209872020785,0.018624209872020785,0.009174445519907563,0.00013404819058125878,52,11,100
4,12,0.018624209872020785,0.018624209872020785,0.009734854421113406,0.00013404819058125878,57,11,100
4,13,0.02164726575026068,0.02164726575026068,0.01118900044665474,0.0009275106984312186,56,13,100
4,14,0.024717132011049046,0.024717132011049046,0.01287103689915123,0.0009275106984312186,57,14,100
4,15,0.02681028606655856,0.02681028606655856,0.013654833116907707,0.002213591777960787,53,15,100
4,16,0.026906477240161916,0.026906477240161916,0.015413072903306523,0.002213591777960787,43,16,100
4,17,0.026906477240161916,0.026906477240161916,0.015688977399177483,0.0009188558694287769,44,16,100
4,18,0.02759934969783652,0.02759934969783652,0.016731253175047277,0.00434197153016878,50,18,100
4,19,0.02759934969783652,0.02759934969783652,0.018112093350152163,0.007730785018950505,41,18,100
4,20,0.02901946330697011,0.02901946330697011,0.019001640197126354,0.007730785018950505,44,20,100
4,21,0.02901946330697011,0.02901946330697011,0.020216668563725906,0.01071230088525487,44,20,100
4,22,0.029204847485632277,0.029204847485632277,0.020525689939924877,0.001386670553307814,45,22,100
4,23,0.034769852531256924,0.034769852531256924,0.021373330999021202,0.0007209995772449063,40,23,100
4,24,0.03745205874446221,0.03745205874446221,0.022866354001939884,0.0007209995772449063,43,24,100
4,25,0.03745205874446221,0.03745205874446221,0.024207328204737324,0.002037448183682157,49,24,100
4,26,0.040144991242929834,0.040144991242929834,0.024801144261092697,0.0035068238845303284,49,26,100
4,27,0.040144991242929834,0.040144991242929834,0.02413839715103623,0.00349673630614614,57,26,100
4,28,0.04124313741524264,0.04124313741524264,0.02609190758504698,0.0035068238845303284,55,28,100
4,29,0.0415877897775678,0.0415877897775678,0.027321002107845827,0.0026644021046958056,50,29,100
4,30,0.0415877897775678,0.0415877897775678,0.02858394122961319,0.004198102016648119,49,29,100
4,31,0.0415877897775678,0.0415877897775678,0.02827302103699534,0.004894906601367186,46,29,100
4,32,0.0415877897775678,0.0415877897775678,0.029136427960548498,0.004155379801207719,46,29,100
4,33,0.047122478343756845,0.047122478343756845,0.03050448591732839,0.004155379801207719,42,33,100
4,34,0.047122478343756845,0.047122478343756845,0.03139351447544644,0.004155379801207719,35,33,100
4,35,0.047122478343756845,0.047122478343756845,0.03181411488562367,0.022369166654326526,44,33,100
5,0,0.005852929988383427,0.005852929988383427,0.0009209876014769989,1.9511961883192613e-05,100,0,0
5,1,0.005852929988383427,0.005852929988383427,0.001238438530823029,6.751259544204337e-05,77,0,100
5,2,0.009174360507894507,0.009174360507894507,0.0015424113797628742,5.05838320737107e-05,63,2,100
5,3,0.009174360507894507,0.009174360507894507,0.0016117741528483922,5.05838320737107e-05,65,2,100
5,4,0.011737597065961926,0.011737597065961926,0.0018527062822713827,6.831076216917199e-05,63,4,100
5,5,0.011846641864963654,0.011846641864963654,0.001993661266468387,6.831076216917199e-05,62,5,100
5,6,0.011846641864963654,0.011846641864963654,0.002940440746560722,0.00018337770386799945,60,5,100
5,7,0.011846641864963654,0.011846641864963654,0.003615693088433081,0.00018337770386799945,57,5,100
5,8,0.02122512743539206,0.02122512743539206,0.0045838829309567284,0.00018337770386799945,52,8,100
5,9,0.02122512743539206,0.02122512743539206,0.005715009089694059,0.00018337770386799945,56,8,100
5,10,0.02122512743539206,0.02122512743539206,0.006118010508856492,0.00018337770386799945,58,8,100
5,11,0.02122512743539206,0.02122512743539206,0.0059751271248825,0.00018337770386799945,51,8,100
5,12,0.02122512743539206,0.02122512743539206,0.006538625585998266,0.0006271675384637021,52,8,100
5,13,0.02122512743539206,0.02122512743539206,0.006561469366623267,0.0006271675384637021,52,8,100
5,14,0.022424119579784886,0.022424119579784886,0.008426785661115887,0.0013902173429239106,53,14,100
5,15,0.022424119579784886,0.022424119579784886,0.008936180210649907,0.0018771536852681802,51,14,100
5,16,0.022424119579784886,0.022424119579784886,0.009206632758595573,0.0012158173556836242,45,14,100
5,17,0.022424119579784886,0.022424119579784886,0.010148217058539421,0.0012158173556836242,51,14,100
5,18,0.022424119579784886,0.022424119579784886,0.011195813179000978,0.0012158173556836242,52,14,100
5,19,0.022722487174948732,0.022722487174948732,0.0120824109511137,0.0012158173556836242,51,19,100
5,20,0.02915438384017105,0.02915438384017105,0.013938357151586039,0.0005729906792108722,50,20,100
5,21,0.02915438384017105,0.02915438384017105,0.015926172887553002,0.002926533839502159,45,20,100
5,22,0.02915438384017105,0.02915438384017105,0.01714231577345476,0.0012139092300075321,38,20,100
5,23,0.02915438384017105,0.02915438384017105,0.017778293768543004,0.001323902444026792,33,20,100
5,24,0.02915438384017105,0.02915438384017105,0.017723808595084906,0.001323902444026792,36,20,100
5,25,0.02915438384017105,0.02915438384017105,0.018273772639833267,0.0005881630309948057,33,20,100
5,26,0.02915438384017105,0.02915438384017105,0.018660512449102717,0.0005881630309948057,37,20,100
5,27,0.02915438384017105,0.02915438384017105,0.019769782707137938,0.0005881630309948057,30,20,100
5,28,0.02915438384017105,0.02915438384017105,0.02055047459860274,0.0005881630309948057,24,20,100
5,29,0.02915438384017105,0.02915438384017105,0.020899820174295626,0.0005881630309948057,22,20,100
5,30,0.030151898524694527,0.030151898524694527,0.021986051961462458,0.0015363687178634768,20,30,100
5,31,0.030151898524694527,0.030151898524694527,0.022370141114613853,0.002579251994338956,19,30,100
5,32,0.030151898524694527,0.030151898524694527,0.023213817695955128,0.002579251994338956,20,30,100
5,33,0.030988641796637302,0.030988641796637302,0.024507409144362825,0.002579251994338956,20,33,100
5,34,0.030988641796637302,0.030988641796637302,0.025895590839349173,0.004388067558543374,18,33,100
5,35,0.030988641796637302,0.030988641796637302,0.025980852978195666,0.004388067558543374,15,33,100
6,0,0.00415754442623013,0.00415754442623013,0.0006251610792569973,9.60551246143379e-06,100,0,0
6,1,0.00415754442623013,0.00415754442623013,0.000816754323666978,9.60551246143379e-06,71,0,100
6,2,0.00582960577195259,0.00582960577195259,0.001046191441535227,4.212112293831583e-05,66,2,100
6,3,0.007176529365701633,0.007176529365701633,0.0014261627674194424,5.8903544805904724e-05,63,3,100
6,4,0.009630163638319353,0.009630163638319353,0.001977003153458982,3.936590121600051e-05,64,4,100
6,5,0.009630163638319353,0.009630163638319353,0.0020172236374699903,3.936590121600051e-05,66,4,100
6,6,0.009630163638319353,0.009630163638319353,0.0025341820343006798,3.936590121600051e-05,62,4,100
6,7,0.009630163638319353,0.009630163638319353,0.0030140359957646513,5.721687676803753e-05,62,4,100
6,8,0.013758794820697043,0.013758794820697043,0.0041335470637736075,5.721687676803753e-05,55,8,100
6,9,0.01661683529733539,0.01661683529733539,0.0041874367610519915,5.721687676803753e-05,57,9,100
6,10,0.01661683529733539,0.01661683529733539,0.004586607521929839,5.721687676803753e-05,56,9,100
6,11,0.017077413474047436,0.017077413474047436,0.005107451268485764,6.638307554547162e-05,61,11,100
6,12,0.017077413474047436,0.017077413474047436,0.006411494281879851,6.638307554547162e-05,49,11,100
6,13,0.01777569425057179,0.01777569425057179,0.007920298374171781,9.18776707723556e-05,49,13,100
6,14,0.02032629879634939,0.02032629879634939,0.009202195515603334,0.001519643430107031,43,14,100
6,15,0.0212579121149918,0.0212579121149918,0.010156424015498832,0.001519643430107031,44,15,100
6,16,0.0212579121149918,0.0212579121149918,0.010765972376486537,0.0017470610107801193,47,15,100
6,17,0.0212579121149918,0.0212579121149918,0.012362432682452431,0.0017470610107801193,44,15,100
6,18,0.02754379329840546,0.02754379329840546,0.012336668628218653,0.0005650425838997055,42,18,100
6,19,0.02754379329840546,0.02754379329840546,0.01362669557480955,0.0017470610107801193,45,18,100
6,20,0.02754379329840546,0.02754379329840546,0.014783288621534446,0.0019451798781145568,46,18,100
6,21,0.02754379329840546,0.02754379329840546,0.015043149043648252,0.000946711267991087,43,18,100
6,22,0.02754379329840546,0.02754379329840546,0.015981258016501826,0.006086457790318817,43,18,100
6,23,0.02754379329840546,0.02754379329840546,0.016202765180526997,0.0017564137801925096,40,18,100
6,24,0.02779036535876731,0.02779036535876731,0.01765722914980216,0.0035942219306605884,35,24,100
6,25,0.029662686441077946,0.029662686441077946,0.018842883252985273,0.000932836363661268,31,25,100
6,26,0.032331396507751825,0.032331396507751825,0.019748224161655704,0.000932836363661268,41,26,100
6,27,0.032331396507751825,0.032331396507751825,0.01982496790791082,0.000932836363661268,40,26,100
6,28,0.032331396507751825,0.032331396507751825,0.01968328379787344,0.0008350918201156955,48,26,100
6,29,0.03323904576300825,0.03323904576300825,0.021253171100618907,0.0002022278908742248,46,29,100
6,30,0.0332402367233736,0.0332402367233736,0.022122830849488108,0.00147072527193233,47,30,100
6,31,0.0332402367233736,0.0332402367233736,0.02287007864440309,0.0013809729720585494,40,30,100
6,32,0.0332402367233736,0.0332402367233736,0.023330499688003804,0.006029501714371863,41,30,100
6,33,0.03324699313263832,0.03324699313263832,0.024017620688503487,0.006029501714371863,40,33,100
6,34,0.03324699313263832,0.03324699313263832,0.025815784059912805,0.006029501714371863,35,33,100
6,35,0.03393344782661348,0.03393344782661348,0.026403635708316414,0.006029501714371863,29,35,100
7,0,0.005133048235966109,0.005133048235966109,0.0006163599756337642,2.041287281171611e-05,100,0,0
7,1,0.005133048235966109,0.005133048235966109,0.0007089956477067448,4.36948810323965e-05,71,0,100
7,2,0.005511826394282236,0.005511826394282236,0.0009963221841856203,4.304220397707815e-05,63,2,100
7,3,0.005511826394282236,0.005511826394282236,0.0011010100394769145,4.36948810323965e-05,63,2,100
7,4,0.008163086833280705,0.008163086833280705,0.001148466911605422,4.36948810323965e-05,68,4,100
7,5,0.008163086833280705,0.008163086833280705,0.001428974526758425,4.36948810323965e-05,65,4,100
7,6,0.008163086833280705,0.008163086833280705,0.0015523192342134884,4.36948810323965e-05,59,4,100
7,7,0.009056992509384403,0.009056992509384403,0.0017213058727120953,4.36948810323965e-05,58,7,100
7,8,0.013263313159000565,0.013263313159000565,0.002083113661558256,0.00014447692744312614,62,8,100
7,9,0.013263313159000565,0.013263313159000565,0.002728373187957156,0.00014447692744312614,60,8,100
7,10,0.013263313159000565,0.013263313159000565,0.0036405882392070905,0.00017329449840177238,54,8,100
7,11,0.01335295688379531,0.01335295688379531,0.004545718176165291,0.00026505098860007655,57,11,100
7,12,0.01335295688379531,0.01335295688379531,0.005169189599157971,0.0002696969809296828,52,11,100
7,13,0.014345731061216987,0.014345731061216987,0.005292704022067694,0.00045520853382086286,56,13,100
7,14,0.014345731061216987,0.014345731061216987,0.006651106470531896,0.00045520853382086286,51,13,100
7,15,0.0195842068983838,0.0195842068983838,0.008112280851424198,0.0004970791735382637,49,15,100
7,16,0.0195842068983838,0.0195842068983838,0.009182723771299474,0.0017584510794636781,40,15,100
7,17,0.0195842068983838,0.0195842068983838,0.010266353612181556,0.0007985054001668143,38,15,100
7,18,0.0195842068983838,0.0195842068983838,0.011139611114607817,0.0021055096743870967,34,15,100
7,19,0.022156093357300836,0.022156093357300836,0.01278122211435977,0.002130173330379931,35,19,100
7,20,0.022156093357300836,0.022156093357300836,0.013075311754157019,0.001863288651856903,37,19,100
7,21,0.022156093357300836,0.022156093357300836,0.014011056514176739,0.0015597276384515819,30,19,100
7,22,0.022156093357300836,0.022156093357300836,0.015069064288524897,0.0015597276384515819,24,19,100
7,23,0.023360529068140005,0.023360529068140005,0.01475343127859769,0.001207012935920869,27,23,100
7,24,0.023360529068140005,0.023360529068140005,0.015851068817493846,0.005678974877896096,21,23,100
7,25,0.023360529068140005,0.023360529068140005,0.01652025954806005,0.007298928685352327,17,23,100
7,26,0.023360529068140005,0.023360529068140005,0.017258174891251216,0.007298928685352327,17,23,100
7,27,0.023360529068140005,0.023360529068140005,0.018281630263215044,0.0075231636821872575,15,23,100
7,28,0.023360529068140005,0.023360529068140005,0.018222803067567198,0.0075231636821872575,16,23,100
7,29,0.023360529068140005,0.023360529068140005,0.018793530296527264,0.0004117375958075987,13,23,100
7,30,0.023360529068140005,0.023360529068140005,0.019357560443591923,0.0009451934917924388,16,23,100
7,31,0.02437719639825185,0.02437719639825185,0.019238658468585638,0.00511209912901887,17,31,100
7,32,0.024974043063767083,0.024974043063767083,0.019717950106649562,0.0014593669276411394,14,32,100
7,33,0.024974043063767083,0.024974043063767083,0.019594123206046175,0.0014593669276411394,14,32,100
7,34,0.024974043063767083,0.024974043063767083,0.019255283862103015,0.00033792401931916896,17,32,100
7,35,0.024974043063767083,0.024974043063767083,0.01922684346305342,0.0003179687845332631,20,32,100
8,0,0.004131241411671378,0.004131241411671378,0.00065734759024978,6.8180189387417845e-06,100,0,0
8,1,0.004131241411671378,0.004131241411671378,0.0006920052811508976,6.8180189387417845e-06,74,0,100
8,2,0.004131241411671378,0.004131241411671378,0.0008314861333758237,6.8180189387417845e-06,67,0,100
8,3,0.004369159251454646,0.004369159251454646,0.0011209546754248918,1.619579867925201e-05,60,3,100
8,4,0.005963450607355817,0.005963450607355817,0.001369121292870454,4.748567289844605e-05,59,4,100
